,ts,code,method,isPractical,majorForCourse,fstMajor,secMajor,status,gender,enterDate,m_suitable,m_comfort,m_feedback,m_boring,m_valuable,m_selfEval,m_satisfaction,m_helpful,m_timeManage,m_ta,m_share,m_discuss,m_activity,m_concentrate,m_sameMethod,emo_miss,emo_isolated,emo_anx,emo_worse,emo_meet,emo_relationship,emo_optim,cop_music,cop_walk,cop_media,cop_creative,cop_sports,cop_game,cop_sns,cop_talk,cop_sleep,cop_drink,cop_alcohol,cop_group,covidClassType,live_home,live_library,live_cafe,live_bus,rec_home,rec_library,rec_cafe,rec_bus,env_home,env_tool,env_platform,env_disturb,env_library,env_cafe,env_group,env_alone
223,2022-07-11 13:10:07.875,DSC2005,Live Online,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,"Live Online , Pre-recorded lectures",Very true,Not at all true,Mostly true,Sometimes true,Very true,Not at all true,Not at all true,Not at all true,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Disagree
224,2022-07-11 13:11:56.936,ISS3222,Offline,No,Data science/AI/CS/Computing-related,STEM,None,Visiting student from abroad  semesters,Male,I started university BEFORE 2020.,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Offline,None,None,None,None,None,None,None,None,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree
225,2022-07-11 13:11:59.370,ISS3198,Offline,No,Data science/AI/CS/Computing-related,STEM,None,Other,Male,I started university in 2020 or later.,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Live Online,Mostly true,Mostly true,A little true,A little true,Mostly true,Mostly true,A little true,A little true,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
226,2022-07-11 13:12:35.296,ISS3198,Offline,No,Data science/AI/CS/Computing-related,STEM,None,Visiting student from abroad  semesters,Male,I started university in 2020 or later.,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly disagree,Agree,Live Online,Sometimes true,Sometimes true,A little true,Very true,Mostly true,Sometimes true,Sometimes true,Sometimes true,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree
227,2022-07-11 13:12:57.078,ISS3198,Offline,No,Engineering (not computing-related),STEM,None,Visiting student from abroad  semesters,Male,I started university BEFORE 2020.,Neutral,Agree,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Agree,Strongly Agree,Offline,None,None,None,None,None,None,None,None,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
228,2022-07-11 13:13:21.293,UNKNOWN,Flipped course,Yes,Engineering (not computing-related),STEM,None,Visiting student from abroad  semesters,Male,I started university in 2020 or later.,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Flipped course",Mostly true,A little true,Sometimes true,Not at all true,Very true,A little true,Not at all true,Not at all true,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree
229,2022-07-11 13:16:47.940,GBA2005,Live Online,No,Engineering (not computing-related),STEM,None,Visiting student from abroad  semesters,Male,I started university in 2020 or later.,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Disagree
230,2022-07-11 13:20:23.858,CAL2001,Prerecorded lectures,Yes,Physics/Chemistry/Biology/Natural Sciences,STEM,None,Visiting student from abroad  semesters,Male,I started university in 2020 or later.,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly disagree,Agree,Neutral,Strongly Agree,Agree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Sometimes true,Sometimes true,Sometimes true,Very true,Sometimes true,Sometimes true,A little true,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral
231,2022-07-11 13:20:31.824,DASF003,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Sometimes true,Sometimes true,A little true,Very true,Sometimes true,Sometimes true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree
232,2022-07-14 02:36:16.398,ESM2001,Prerecorded lectures,No,Engineering (not computing-related),STEM,Engineering (not computing-related),Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Offline",Very true,Not at all true,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Disagree
233,2022-09-25 18:32:22.414,GBA2006,Live Online,No,Business/economics related,STEM,None,Visiting student from abroad  semesters,Female,I started university in 2020 or later.,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Sometimes true,Not at all true,Not at all true,Very true,Sometimes true,A little true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly disagree
234,2022-09-26 11:36:50.600,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Live Online,Very true,A little true,Sometimes true,Not at all true,Mostly true,Mostly true,Mostly true,Not at all true,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree
235,2022-09-26 12:34:01.917,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,Mostly true,Not at all true,Very true,Very true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly Agree
236,2022-09-26 12:34:11.774,GEDI007,Prerecorded lectures,No,Social Science,STEM,Mathematics/Statistics,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly disagree,Disagree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Mostly true,Sometimes true,Not at all true,Mostly true,Mostly true,Sometimes true,Not at all true,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree
237,2022-09-26 13:01:05.279,CLA1808,Live Online,Yes,Social Science,HASS,None,Visiting student from abroad  semesters,Male,I started university in 2020 or later.,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Sometimes true,Mostly true,Not at all true,Mostly true,Mostly true,Mostly true,Not at all true,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree
238,2022-09-26 13:09:11.393,BUS2006,Offline,No,Business/economics related,Hybrid/Unclear,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",A little true,A little true,A little true,Very true,A little true,A little true,A little true,Very true,Agree,Agree,Agree,Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree
239,2022-09-26 13:29:56.324,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,HASS,Literature & Language,Full time student in South Korea,Male,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Sometimes true,Sometimes true,Not at all true,Very true,Very true,Sometimes true,Not at all true,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly Agree
240,2022-09-26 13:30:06.336,STA2014,Prerecorded lectures,No,Mathematics/Statistics,HASS,Business/economics related,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,"Pre-recorded lectures , Offline",Sometimes true,Mostly true,Not at all true,Not at all true,Sometimes true,Mostly true,Not at all true,Not at all true,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly Agree
241,2022-09-26 13:31:20.349,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Strongly Agree,Disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,Sometimes true,Not at all true,Very true,Very true,Very true,Not at all true,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
242,2022-09-26 13:31:26.863,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Sometimes true,Sometimes true,Not at all true,Mostly true,Mostly true,Mostly true,A little true,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree
243,2022-09-26 13:32:49.509,ECO2003,Prerecorded lectures,No,Social Science,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Very true,Not at all true,Not at all true,Mostly true,Very true,Mostly true,Sometimes true,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly disagree
244,2022-09-26 13:36:34.542,LIS2013,Prerecorded lectures,No,Literature & Language,HASS,Social Science,Full time student in South Korea,Female,I started university BEFORE 2020.,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Strongly disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Sometimes true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Strongly disagree
245,2022-09-26 13:37:47.989,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,STEM,Social Science,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Mostly true,Mostly true,A little true,Mostly true,Mostly true,Mostly true,Mostly true,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree
246,2022-09-26 14:21:08.165,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Flipped course",Very true,Not at all true,Sometimes true,Not at all true,Very true,Sometimes true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Agree,Disagree,Agree
247,2022-09-26 22:57:20.305,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,Hybrid/Unclear,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,Mostly true,Not at all true,Very true,Very true,Very true,Not at all true,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Disagree
248,2022-10-03 16:43:07.133,DSC2004,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,A little true,Not at all true,Very true,A little true,Mostly true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree
249,2022-10-05 16:00:36.136,STA3005,Offline,Yes,Data science/AI/CS/Computing-related,STEM,Physics/Chemistry/Biology/Natural Sciences,Visiting student from abroad  semesters,Male,I started university BEFORE 2020.,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly disagree,Agree,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Neutral,"Live Online , Pre-recorded lectures , Offline",Very true,Mostly true,A little true,Not at all true,Very true,Mostly true,Not at all true,Sometimes true,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Neutral
250,2022-10-05 16:05:56.719,AAI2008,Prerecorded lectures,No,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures",Very true,Mostly true,Sometimes true,A little true,Very true,Mostly true,Sometimes true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral
251,2022-10-05 16:06:36.139,DSC3037,Offline,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",None,None,None,Very true,Very true,Very true,Mostly true,Not at all true,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree
252,2022-10-05 16:07:32.300,AAI2012,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Neutral,Neutral,"Live Online , Pre-recorded lectures",Very true,Mostly true,Very true,Not at all true,Very true,Mostly true,Very true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree
253,2022-10-05 16:07:58.608,SWE2023,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,Hybrid/Unclear,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,"Live Online , Pre-recorded lectures",Very true,Not at all true,Mostly true,Not at all true,Mostly true,Not at all true,Mostly true,Not at all true,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree
254,2022-10-05 16:07:59.203,SOC3007,Offline,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Sometimes true,Mostly true,Very true,A little true,Mostly true,Mostly true,Mostly true,A little true,Disagree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Disagree
255,2022-10-05 16:08:42.024,DSC3037,Offline,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
256,2022-10-05 16:12:44.694,FBM5014,Prerecorded lectures,No,Business/economics related,Hybrid/Unclear,Mathematics/Statistics,Visiting student from abroad  semesters,Male,I started university BEFORE 2020.,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Neutral,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,"Live Online , Pre-recorded lectures , Offline , Other",Very true,Not at all true,Not at all true,Not at all true,Mostly true,Sometimes true,Sometimes true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly disagree
257,2022-10-05 16:12:52.039,DSC2001,Flipped course,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,"Live Online , Pre-recorded lectures , Flipped course",Very true,Very true,Very true,Not at all true,Very true,Very true,Very true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
